community,commute,diversity,crime,schools,price,fips,median_price
"Round Lake Beach village, Illinois",-0.25645548341316127,0.9407045047988933,-0.29627052168511936,-0.5801643117707534,-0.6032484804560339,66040,0
"Round Lake Heights village, Illinois",-1.0865897219166214,1.258693166247591,0.09710824853736397,-0.6625804219587099,-0.6032484804560339,66053,0
"Round Lake Park village, Illinois",0.42334579237743536,0.9993793810199663,0.22961993285651788,-0.39746884933185495,-0.6032484804560339,66066,0
"Round Lake village, Illinois",-1.5522645120401124,1.434903843085617,0.1964131750236422,-0.4865873543786252,-0.9763458792466307,66027,"$161,600"
"Sauk Village village, Illinois",-0.7925272062471423,0.8397591867940637,-0.6199466707492102,-1.5984258005854486,-0.778529649299621,67769,"$24,468"
"Schaumburg village, Illinois",0.6869992477283735,0.9132623280791355,0.9730004192913845,0.5069646072015843,0.3140469040891078,68003,"$185,700"
"Schiller Park village, Illinois",0.23182555025932972,0.8934863392791518,1.122917695257419,-0.738483322155193,2.5485318662942302,68081,"$195,000"
"Skokie village, Illinois",0.2263514970646736,1.4528434668396475,0.6779189835397884,0.37554290136270896,1.1829671488100912,70122,"$282,800"
"Sleepy Hollow village, Illinois",-0.09962328332144557,-0.618371679243451,1.3343001562235166,-0.2811708602079857,-0.6032484804560339,70161,0
"South Barrington village, Illinois",0.2603391465731828,0.47119598780689553,1.1059091410294395,1.1043985098186708,-0.6032484804560339,70564,0
"South Chicago Heights village, Illinois",0.9534678394943817,1.7052074471360665,-0.4833748878728028,-1.5984258005854486,-0.684902349232447,70629,"$59,950"
"South Elgin village, Illinois",-0.26365680936192665,0.1526213476813325,1.0026798342681467,-0.1614324294025011,-0.6032484804560339,70720,0
"South Holland village, Illinois",-0.8073131081384219,-0.08556041619069402,-0.8919403750817027,-1.7847710841492594,-1.370886306197997,70850,"$102,000"
"Spring Grove village, Illinois",-1.754800360725347,-1.6726508433677243,-1.673177687234697,0.43309653852759084,-0.6032484804560339,72052,0
"St. Charles city, Illinois",0.1514864675854079,-0.5694750724684922,1.1663296587468155,0.7407409690756296,-0.2985750490626867,66703,"$289,450"
"Steger village, Illinois",0.4001135708877364,1.4253058452251597,-0.7889290920054154,-1.5984258005854486,2.2344189373223524,72520,"$74,900"
"Stickney village, Illinois",0.3641249149727443,0.46661370215217274,0.5866214906689474,-1.623534590844507,-0.15806835624252877,72676,"$153,500"
"Stone Park village, Illinois",0.7722021284806622,-1.427409639043396,0.4435204555919802,-1.3712069647174958,2.9030647081781793,72923,"$129,000"
"Streamwood village, Illinois",-0.18340354649636284,1.4301364283200164,1.3313805660200055,-0.7187313866702221,0.4164375528813186,73157,"$170,000"
"Sugar Grove village, Illinois",-1.0301503930108598,-0.6095265300837718,1.4461297166092026,-0.07204497604443648,-0.6032484804560339,73391,0
"Summit village, Illinois",0.489325082188111,0.7334081370295137,-1.981263340474862,-0.6996888211739146,1.0295030085188839,73638,"$136,000"
"Third Lake village, Illinois",-0.8783310052798855,-1.3590511646864862,0.24606233877388783,0.3817221321066989,-0.6840193868608799,75081,"$175,000"
"Thornton village, Illinois",0.09534388929811709,0.05165329731648511,-0.32325939636132556,-1.6645079795992026,-0.2605305136280299,75185,"$95,000"
"Tinley Park village, Illinois",-0.5401399995661251,-0.1382212351299197,0.6936987506472295,-0.19235098992998367,-0.006197447137149902,75484,"$182,500"
"Tower Lakes village, Illinois",-2.314267937177797,-1.5444884613976417,-0.7485049717910074,1.1043985098186708,-0.6032484804560339,75874,0
"Trout Valley village, Illinois",-0.7999748141970168,-1.6137663873395414,1.1658731387711396,0.6210253364194078,-0.6032484804560339,76160,0
"Union village, Illinois",0.14620863192774333,-2.0965717234848293,0.9401243899700853,-0.020423416068856868,-0.6032484804560339,76706,0
"University Park village, Illinois",-2.41012337055176,-0.7057419361000619,0.20068739880215267,-0.9700347730662918,1.6437118714138366,76935,"$86,000"
"Vernon Hills village, Illinois",1.0522384981265704,0.7274072046632449,0.42922644404569266,1.6266854203769219,-0.39958144375648874,77694,"$315,000"
"Vernon Hills village, Illinois",1.0522384981265704,0.7274072046632449,0.42922644404569266,1.6266854203769219,-0.39958144375648874,77694,"$310,000"
"Vernon Hills village, Illinois",1.0522384981265704,0.7274072046632449,0.42922644404569266,1.6266854203769219,-0.4004638303207844,77694,"$315,000"
"Vernon Hills village, Illinois",1.0522384981265704,0.7274072046632449,0.42922644404569266,1.6266854203769219,-0.4004638303207844,77694,"$310,000"
"Villa Park village, Illinois",0.879680491320313,0.6620045647352221,1.0158505184857851,-0.4925913799454094,-0.15573053413807753,77993,"$197,000"
"Virgil village, Illinois",0.3040114096426818,-2.559789006727384,0.7478983410492351,-0.044405171161459464,-0.6032484804560339,78175,0
"Volo village, Illinois",-2.3890411293683953,0.7976417646779462,0.2631336664966775,0.05910091025159728,-0.19415950463924714,78227,"$177,750"
"Wadsworth village, Illinois",1.1406777106371175,0.5398604700517508,-1.9283182979017328,-0.23643738331468606,0.30948937550156363,78370,"$250,000"
"Warrenville city, Illinois",1.1451697869594504,0.5438725197063478,1.3488732173007538,0.8088557314358114,0.5490281654263238,78929,"$196,450"
"Wauconda village, Illinois",-0.26791140363882576,0.22676016952976524,-1.5895274504516264,0.21498013028239882,-1.0965682748357635,79267,"$190,250"
"Waukegan city, Illinois",1.1925107956932044,1.6600721700894996,-1.8344050803406853,-0.7768634637243145,3.55663835939294,79293,"$105,000"
"Wayne village, Illinois",-1.0794996807963881,-1.9091894284900108,1.3590245322044523,-0.42268578955039265,-0.5606994495491813,79397,"$465,000"
"West Chicago city, Illinois",1.4126166788047796,1.0052624501264436,1.2322074332481492,-0.5271448900727996,2.1937704947318446,80060,"$228,000"
"West Dundee village, Illinois",0.36003960242611355,-0.09732592412238383,1.3138440676719596,-0.2811708602079857,0.24368707235416254,80125,"$122,500"
"Westchester village, Illinois",0.3242911364194208,1.1758174693967058,0.1981717388769547,-1.3712069647174958,0.6017566947683517,80047,"$222,000"
"Western Springs village, Illinois",-0.2780309610920014,-1.7435293938864755,0.6749290342842844,1.1651837089911417,-1.2835315422007254,80242,"$546,000"
"Westmont village, Illinois",0.5575695119150912,1.0019590906866063,0.8475065570640825,0.4754158654907944,-0.8231047867313169,80645,"$228,500"
"Wheaton city, Illinois",1.096794289086194,-0.31158144714202285,1.3437561969418694,0.6870066468323357,-0.021492010385685156,81048,"$302,250"
"Wheeling village, Illinois",1.1988128135042069,1.3683378276573337,1.3122799814621366,0.7013901536405432,0.4653037449544043,81087,"$173,500"
"Willow Springs village, Illinois",-1.2332727573461213,-0.6032912170846856,-0.3312407811964732,0.11859806833819184,-0.4401205406639608,82049,"$220,000"
"Willowbrook village, Illinois",0.663268465138948,0.47171970558124227,0.9919334127081609,1.5077781862658466,2.440955497176116,81919,"$196,500"
"Wilmette village, Illinois",-0.8112224915257156,-0.2744186025513973,1.1663521002152182,2.300721027452128,-0.08487189196571374,82075,"$660,000"
"Winfield village, Illinois",0.14637776788279155,-0.9627823620725154,1.4152109892461038,-0.28865000901472615,0.3558589811263575,82400,"$275,000"
"Winnetka village, Illinois",-0.9908116804304284,-1.0739561002552913,1.3624943234448412,2.300721027452128,-0.5699081394258958,82530,"$1,075,000"
"Winthrop Harbor village, Illinois",0.9246295858986966,-0.8253096953570431,-0.4543554008119605,-1.0808327315237367,0.006256115862083265,82686,"$155,000"
"Wonder Lake village, Illinois",-1.501057289056704,-1.3049825469888638,-2.044758353796935,-0.3093849222542014,-0.6032484804560339,82855,0
"Wood Dale city, Illinois",1.0774253145525725,0.26404801467969186,1.2658331811373824,-0.4925884649519692,-0.13295954990501344,82985,"$219,000"
"Woodridge village, Illinois",0.06618685037782714,1.1835743151415015,1.3556584375499166,0.3712852563790367,0.9349619441992595,83245,"$250,000"
"Woodstock city, Illinois",0.5994310585664294,0.21652556509792698,0.4881625366336919,-0.24107213708548814,-0.6032484804560339,83349,0
"Worth village, Illinois",-0.7244716411488532,-0.7374512673968203,0.952855683578291,-0.6242610452678368,0.128124297588144,83518,"$138,000"
"Zion city, Illinois",0.5152867555703708,2.0882338361482824,-0.4785265161917052,-1.080832731523737,0.9870655052980217,84220,"$96,500"
