community,commute,diversity,crime,schools,price,fips,median_price
"Palos Park village, Illinois",-0.06314649940202273,-0.8229492486260107,0.9796293742442327,0.16724912764948782,-1.083704577894059,57407,"$286,000"
"Park City city, Illinois",1.5197316946075796,1.5291456129904746,-1.0995976109941528,-0.052805539727963584,3.55663835939294,57654,"$105,000"
"Park Forest village, Illinois",-0.5693884788491957,0.8118161337368384,-0.4891557845310888,-1.3579270665040055,1.9779161095939546,57732,"$37,500"
"Park Ridge city, Illinois",0.3934828820946453,-0.8498786479912471,1.0464577231562318,0.3690503935681307,-0.868752928174207,57875,"$390,000"
"Phoenix village, Illinois",1.2704713752990915,-1.0395260700259208,-2.87297392842005,-1.7847710841492594,0.41952920523762016,59572,"$26,000"
"Pingree Grove village, Illinois",-3.9669797216826237,0.5369853583411259,1.293059347181656,-0.28117086020798565,-0.6032484804560339,59988,0
"Plainfield village, Illinois",-1.506518102854749,0.5913313473565255,1.3613720643057787,-0.2524072547910173,0.36537004549977653,60287,"$221,750"
"Port Barrington village, Illinois",-3.121104945427349,-0.45623891283041923,-0.34406831464996146,0.5196491505528374,-0.6032484804560339,61216,0
"Posen village, Illinois",-0.6995092512275151,0.9415648403887075,-0.9484535405795346,-1.0234296648211285,-0.10651288802894548,61314,"$85,000"
"Prairie Grove village, Illinois",-1.573680315104785,-1.0660679531312696,0.2977552661999311,0.6210253364194078,-0.6032484804560339,61678,0
"Prospect Heights city, Illinois",1.3624912158846805,0.6185072287346255,1.3503613303809385,0.7013901536405434,0.43003716146675564,62016,"$230,000"
"Richmond village, Illinois",-0.03889353397543695,-1.0325757376322013,-1.0873337119801483,0.43309653852759084,-0.6032484804560339,63641,0
"Richton Park village, Illinois",-0.22270617944115342,-0.08434850292670927,0.12615083838796698,-1.465526932379274,3.316061281384897,63706,"$99,000"
"Ringwood village, Illinois",0.1625999240714217,-1.5089730848788212,-2.1246641261651984,-0.24405685430526178,-0.6032484804560339,64135,0
"River Forest village, Illinois",-0.06662502910225587,-0.08756359444540243,0.7978916588770095,0.9188026496631276,-0.5208867477359981,64304,"$471,250"
"River Grove village, Illinois",-0.8774285537123352,-0.0653863595077639,0.9692858323366018,-0.720336398116107,-1.238493764062109,64343,"$153,000"
"Riverdale village, Illinois",-1.2968566644342405,-1.3798785298261194,-2.178844853901689,-1.7847710841492594,0.9595097936271889,64278,"$26,212"
"Riverside village, Illinois",0.184817604403688,-0.5699208458768299,0.27318448214105284,0.8319425603417065,1.0912385782936753,64421,"$405,000"
"Riverwoods village, Illinois",0.0012465192097399086,-1.3375641691875721,0.9331102195419855,1.713586724852243,-1.1689375100688821,64538,"$630,000"
"Robbins village, Illinois",0.25235025986265847,-1.895457258076116,-0.6802889495721456,-0.9428585945886938,-0.43286497512598254,64616,"$28,900"
"Rolling Meadows city, Illinois",1.410519774938218,0.9549967715634997,1.11542296101212,0.6261020187498959,-0.0507015239862567,65338,"$199,000"
"Romeoville village, Illinois",-0.7352252593890797,1.6561939075880387,1.286197469860337,-0.6614476379941163,1.278542678411421,65442,"$159,900"
"Roselle village, Illinois",0.6472429524144371,0.6116655234423124,0.8548077063582523,0.45256622136257524,0.30533771988418607,65806,"$227,000"
"Rosemont village, Illinois",2.1510910225507653,0.8215487485962779,1.0526646783135145,-0.5067655382179753,0.24368707235416254,65819,"$122,500"
